country_name,year,v2x_regime,e_regiongeo,e_gdppc,e_wb_pop,v2exnamhos,v2exparhos,v2exrescon_osp,v2exbribe_osp,v2exembez_osp,v2lgcrrpt_osp,v2lpname,v2ellostsl,v2slpname,v2ellostss,v2tlpname,v2ellostts,v2jupurge_osp,v2jupoatck_osp,v2juaccnt_osp,v2jucorrdc_osp,v2juhcind_osp,v2juhccomp_osp
Indonesia,1942,0.0,13,1.745,,Kumakichi Harada,technical,0.87,0.884,1.909,,,,,,,,3.32,3.764,0.326,1.722,2.299,1.674
Indonesia,1943,0.0,13,1.687,,Kumakichi Harada,technical,0.87,0.884,1.909,,,,,,,,3.32,3.764,0.326,1.722,2.299,1.674
Indonesia,1944,0.0,13,1.635,,Kumakichi Harada,technical,0.87,0.884,1.909,,,,,,,,3.32,3.764,0.326,1.722,2.299,1.674
Indonesia,1945,0.0,13,1.571,,Sukarno,Indonesian National Party,1.524,0.884,2.53,1.584,,,,,,,3.32,3.764,0.326,1.722,2.593,1.674
Indonesia,1946,0.0,13,1.509,,Sukarno,Indonesian National Party,2.137,0.884,3.63,1.584,,,,,,,3.32,3.939,0.517,1.856,0.829,0.907
Indonesia,1947,0.0,13,1.455,,Sukarno,Indonesian National Party,2.137,0.884,3.63,1.584,,,,,,,3.32,3.939,0.517,1.856,0.829,0.907
Indonesia,1948,0.0,13,1.4,,Louis Joseph Maria Beel,technical,2.137,0.884,3.63,1.584,,,,,,,3.32,3.939,0.517,1.856,0.829,0.907
Indonesia,1949,0.0,13,1.355,,Sukarno,Indonesian National Party,1.948,0.591,1.613,1.584,,,,,,,3.32,3.939,0.517,1.559,0.829,0.907
Indonesia,1950,0.0,13,1.39,,Sukarno,Indonesian National Party,1.948,0.591,1.613,1.584,,,,,,,3.909,3.89,0.62,1.513,0.829,1.357
Indonesia,1951,0.0,13,1.422,,Sukarno,Indonesian National Party,1.948,0.591,1.613,1.584,,,,,,,3.909,3.89,0.62,1.513,0.829,1.357
Indonesia,1952,0.0,13,1.453,,Sukarno,Indonesian National Party,1.948,0.591,1.613,1.584,,,,,,,3.909,3.89,0.62,1.513,0.829,1.357
Indonesia,1953,0.0,13,1.491,,Sukarno,Indonesian National Party,1.948,0.591,1.613,1.584,,,,,,,3.909,3.89,0.62,1.513,0.829,1.357
Indonesia,1954,0.0,13,1.531,,Sukarno,Indonesian National Party,1.948,0.591,1.613,1.584,,,,,,,3.909,3.89,0.62,1.513,0.829,1.357
Indonesia,1955,1.0,13,1.557,,Sukarno,Indonesian National Party,1.948,0.591,1.551,1.584,Masyumi Party,22.2,Indonesian National Party,22.2,Moslem Scholars League,17.5,3.909,3.89,0.62,1.513,0.829,1.357
Indonesia,1956,2.0,13,1.568,,Sukarno,Indonesian National Party,1.865,0.591,1.37,1.584,,,,,,,3.909,3.89,0.62,1.513,0.829,1.357
Indonesia,1957,2.0,13,1.577,,Sukarno,Indonesian National Party,1.865,0.591,1.37,1.584,,,,,,,3.492,3.89,0.62,1.513,0.829,0.884
Indonesia,1958,1.0,13,1.546,,Sukarno,Indonesian National Party,1.571,0.591,1.37,1.584,,,,,,,3.492,3.89,0.62,1.513,0.829,0.884
Indonesia,1959,1.0,13,1.497,,Sukarno,Indonesian National Party,1.09,0.557,1.307,1.514,,,,,,,3.492,3.89,0.62,1.513,1.724,2.012
Indonesia,1960,1.0,13,1.409,87751066.0,Sukarno,Indonesian National Party,0.821,0.459,1.242,1.445,,,,,,,3.015,3.674,0.62,1.513,1.724,2.012
Indonesia,1961,0.0,13,1.403,90098396.0,Sukarno,Indonesian National Party,0.821,0.459,1.242,1.445,,,,,,,3.015,3.674,0.62,1.513,1.724,2.012
Indonesia,1962,0.0,13,1.38,92518373.0,Sukarno,Indonesian National Party,0.821,0.459,1.242,1.445,,,,,,,3.015,3.674,0.62,1.513,1.724,2.012
Indonesia,1963,0.0,13,1.342,95015295.0,Sukarno,Indonesian National Party,0.821,0.459,1.242,1.445,,,,,,,3.015,3.674,0.62,1.513,1.724,2.012
Indonesia,1964,0.0,13,1.322,97596728.0,Sukarno,Indonesian National Party,0.821,0.459,1.242,1.445,,,,,,,3.015,3.674,0.62,1.513,1.724,2.012
Indonesia,1965,0.0,13,1.302,100267070.0,Sukarno,Indonesian National Party,0.821,0.459,1.242,1.393,,,,,,,3.015,3.674,0.62,0.92,1.724,2.012
Indonesia,1966,0.0,13,1.275,103025423.0,Suharto,Party of the Functional Groups,0.524,0.275,0.593,1.393,,,,,,,1.291,3.476,0.542,0.92,0.804,2.416
Indonesia,1967,0.0,13,1.279,105865576.0,Suharto,Party of the Functional Groups,0.624,0.217,0.593,1.393,,,,,,,0.579,3.476,0.542,0.582,0.641,2.062
Indonesia,1968,0.0,13,1.329,108779926.0,Suharto,Party of the Functional Groups,0.624,0.203,0.593,1.393,,,,,,,0.579,3.476,0.542,0.582,0.197,2.062
Indonesia,1969,0.0,13,1.383,111758566.0,Suharto,Party of the Functional Groups,0.624,0.203,0.593,1.393,,,,,,,0.579,3.476,0.542,0.582,0.197,2.062
Indonesia,1970,0.0,13,1.458,114793179.0,Suharto,Party of the Functional Groups,0.779,0.203,0.593,1.306,,,,,,,0.579,3.476,0.542,0.582,0.197,2.062
Indonesia,1971,1.0,13,1.534,117880146.0,Suharto,Party of the Functional Groups,0.736,0.156,0.521,1.246,Party of the Functional Groups,65.6,Moslem Scholars League,16.1,Muslim Party of Indonesia,5.6,0.579,3.476,0.542,0.582,0.197,2.062
Indonesia,1972,1.0,13,1.645,121017316.0,Suharto,Party of the Functional Groups,0.736,0.156,0.521,1.246,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1973,1.0,13,1.783,124199693.0,Suharto,Party of the Functional Groups,0.736,0.156,0.521,1.246,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1974,1.0,13,1.909,127422198.0,Suharto,Party of the Functional Groups,0.736,0.156,0.521,1.246,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1975,1.0,13,1.976,130680730.0,Suharto,Party of the Functional Groups,0.736,0.156,0.521,1.246,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1976,1.0,13,2.073,133966940.0,Suharto,Party of the Functional Groups,0.736,0.156,0.521,1.246,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1977,1.0,13,2.193,137278057.0,Suharto,Party of the Functional Groups,0.599,0.156,0.521,1.163,Party of the Functional Groups,64.6,United Development Party,27.5,The Indonesian Democratic Party,8.1,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1978,1.0,13,2.307,140621731.0,Suharto,Party of the Functional Groups,0.521,0.156,0.465,0.809,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1979,1.0,13,2.462,144009844.0,Suharto,Party of the Functional Groups,0.521,0.156,0.448,0.809,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1980,1.0,13,2.651,147447834.0,Suharto,Party of the Functional Groups,0.521,0.156,0.448,0.809,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1981,1.0,13,2.764,150938222.0,Suharto,Party of the Functional Groups,0.521,0.156,0.448,0.809,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1982,1.0,13,2.785,154468235.0,Suharto,Party of the Functional Groups,0.521,0.156,0.314,0.809,Party of the Functional Groups,67.6,United Development Party,25.8,The Indonesian Democratic Party,6.7,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1983,1.0,13,2.854,158009248.0,Suharto,Party of the Functional Groups,0.521,0.156,0.314,0.809,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1984,1.0,13,2.949,161523353.0,Suharto,Party of the Functional Groups,0.521,0.156,0.314,0.809,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1985,1.0,13,3.006,164982452.0,Suharto,Party of the Functional Groups,0.521,0.156,0.314,0.809,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1986,1.0,13,3.08,168374287.0,Suharto,Party of the Functional Groups,0.521,0.156,0.314,0.809,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1987,1.0,13,3.158,171702756.0,Suharto,Party of the Functional Groups,0.521,0.156,0.314,0.681,Party of the Functional Groups,74.7,United Development Party,15.2,The Indonesian Democratic Party,10.0,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1988,1.0,13,3.28,174975953.0,Suharto,Party of the Functional Groups,0.521,0.156,0.314,0.681,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1989,1.0,13,3.491,178209147.0,Suharto,Party of the Functional Groups,0.521,0.156,0.314,0.681,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1990,1.0,13,3.763,181413398.0,Suharto,Party of the Functional Groups,0.521,0.156,0.314,0.681,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1991,1.0,13,4.014,184591897.0,Suharto,Party of the Functional Groups,0.521,0.156,0.314,0.681,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1992,1.0,13,4.264,187739786.0,Suharto,Party of the Functional Groups,0.445,0.156,0.314,0.681,Party of the Functional Groups,70.5,United Development Party,15.5,The Indonesian Democratic Party,14.0,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1993,1.0,13,4.477,190851184.0,Suharto,Party of the Functional Groups,0.445,0.156,0.314,0.681,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1994,1.0,13,4.741,193917458.0,Suharto,Party of the Functional Groups,0.445,0.156,0.314,0.681,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1995,1.0,13,5.026,196934257.0,Suharto,Party of the Functional Groups,0.445,0.156,0.314,0.681,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1996,1.0,13,5.243,199901231.0,Suharto,Party of the Functional Groups,0.445,0.156,0.314,0.681,,,,,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1997,1.0,13,5.256,202826444.0,Suharto,Party of the Functional Groups,0.445,0.156,0.314,0.681,Party of the Functional Groups,76.5,United Development Party,20.1,,,1.338,3.476,0.542,0.582,0.197,2.062
Indonesia,1998,1.0,13,4.87,205724597.0,Bacharuddin Jusef Habibie,Party of the Functional Groups,0.952,0.556,1.107,1.006,,,,,,,1.338,3.476,0.542,0.741,0.197,2.014
Indonesia,1999,2.0,13,4.75,208615171.0,Abdurrahman Wahid,National Awakening Party,2.697,0.876,1.835,0.733,Indonesian Democratic Party of Struggle,33.3,Party of the Functional Groups,25.1,United Development Party,11.0,3.14,2.901,1.63,1.673,2.583,2.708
Indonesia,2000,2.0,13,4.744,211513822.0,Abdurrahman Wahid,National Awakening Party,2.697,1.163,1.835,0.733,,,,,,,3.14,2.901,1.63,1.673,2.583,3.196
Indonesia,2001,2.0,13,4.815,214427419.0,Dyah Permata Megawati Setyawati Sukarnoputri,Indonesian Democratic Party of Struggle,2.697,1.163,1.835,0.733,,,,,,,3.14,2.901,1.63,1.673,2.583,3.196
Indonesia,2002,2.0,13,4.903,217357790.0,Dyah Permata Megawati Setyawati Sukarnoputri,Indonesian Democratic Party of Struggle,2.697,1.163,1.835,0.733,,,,,,,3.14,2.901,1.63,1.673,2.583,3.196
Indonesia,2003,2.0,13,5.01,220309473.0,Dyah Permata Megawati Setyawati Sukarnoputri,Indonesian Democratic Party of Struggle,2.697,1.163,1.835,0.733,,,,,,,3.14,2.901,1.948,1.673,2.765,3.196
Indonesia,2004,2.0,13,5.217,223285666.0,Susilo Bambang Yudhoyono,Democratic Party,2.697,1.186,1.835,0.733,Party of the Functional Groups,23.1,Indonesian Democratic Party of Struggle,19.8,United Development Party,,3.14,2.901,1.948,1.673,2.765,3.196
Indonesia,2005,2.0,13,5.488,226289468.0,Susilo Bambang Yudhoyono,Democratic Party,2.697,1.279,1.835,0.733,,,,,,,3.14,2.901,1.948,1.673,2.765,3.196
Indonesia,2006,2.0,13,5.779,229318262.0,Susilo Bambang Yudhoyono,Democratic Party,2.697,1.279,1.835,0.733,,,,,,,3.14,2.901,1.948,1.673,2.765,3.196
Indonesia,2007,2.0,13,6.145,232374239.0,Susilo Bambang Yudhoyono,Democratic Party,2.697,1.308,1.835,0.733,,,,,,,3.14,2.768,1.948,1.673,2.765,3.196
Indonesia,2008,2.0,13,6.602,235469755.0,Susilo Bambang Yudhoyono,Democratic Party,2.697,1.278,1.835,0.636,,,,,,,3.14,2.768,1.948,1.673,2.708,3.196
Indonesia,2009,2.0,13,7.042,238620554.0,Susilo Bambang Yudhoyono,Democratic Party,2.697,1.278,1.795,0.636,Democratic Party,26.4,Party of the Functional Groups,19.3,Indonesian Democratic Party of Struggle,16.6,3.14,2.369,1.948,1.719,2.708,3.196
Indonesia,2010,2.0,13,7.573,241834226.0,Susilo Bambang Yudhoyono,Democratic Party,2.755,1.307,1.81,0.636,,,,,,,3.14,2.587,2.222,1.743,2.708,3.431
Indonesia,2011,2.0,13,8.127,245115988.0,Susilo Bambang Yudhoyono,Democratic Party,2.755,1.283,1.81,0.636,,,,,,,3.14,2.587,2.222,1.743,2.708,3.431
Indonesia,2012,2.0,13,8.569,248451714.0,Susilo Bambang Yudhoyono,Democratic Party,2.755,1.283,1.768,0.636,,,,,,,3.14,2.693,2.222,1.743,2.708,3.431
Indonesia,2013,2.0,13,8.874,251805314.0,Susilo Bambang Yudhoyono,Democratic Party,2.777,1.283,1.692,0.723,,,,,,,2.63,2.789,2.35,1.743,2.614,3.45
Indonesia,2014,2.0,13,9.165,255128076.0,Joko Widodo,Indonesian Democratic Party of Struggle,2.711,1.283,1.604,0.723,Indonesian Democratic Party of Struggle,19.46,Party of the Functional Groups,16.25,Great Indonesia Movement Party,13.0,2.958,2.95,2.35,1.743,2.614,3.45
Indonesia,2015,2.0,13,9.413,258383257.0,Joko Widodo,Indonesian Democratic Party of Struggle,2.711,1.283,1.661,0.723,,,,,,,3.162,3.464,2.911,2.193,2.614,3.402
Indonesia,2016,2.0,13,9.713,261556386.0,Joko Widodo,Indonesian Democratic Party of Struggle,2.711,1.226,1.552,0.723,,,,,,,2.978,3.464,2.911,2.193,2.614,3.402
Indonesia,2017,2.0,13,9.953,264650969.0,Joko Widodo,Indonesian Democratic Party of Struggle,2.545,1.204,1.552,0.723,,,,,,,2.9,3.464,2.911,2.175,2.614,3.402
Indonesia,2018,2.0,13,10.286,267670549.0,Joko Widodo,Indonesian Democratic Party of Struggle,2.545,1.225,1.322,0.723,,,,,,,3.097,3.464,2.911,2.175,2.614,3.402
Indonesia,2019,2.0,13,10.441,270625567.0,Joko Widodo,Indonesian Democratic Party of Struggle,2.412,1.079,1.322,0.723,Indonesian Democratic Party of Struggle,22.3,Party of the Functional Groups,13.6,Great Indonesia Movement Party,14.8,3.097,3.464,2.634,2.175,2.614,3.402
Indonesia,2020,2.0,13,,273523621.0,Joko Widodo,Indonesian Democratic Party of Struggle,2.323,1.079,1.322,0.47,,,,,,,3.097,3.464,2.634,2.175,2.375,3.402
Indonesia,2021,2.0,13,,,Joko Widodo,Indonesian Democratic Party of Struggle,2.342,1.211,1.019,0.47,,,,,,,3.097,3.464,2.634,2.175,2.375,3.402
Mozambique,1900,0.0,8,0.938,,Manuel Rafael Gorjão,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1901,0.0,8,0.934,,Manuel Rafael Gorjão,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1902,0.0,8,0.932,,Thomas António García Rosado,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1903,0.0,8,0.93,,Thomas António García Rosado,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1904,0.0,8,0.93,,Thomas António García Rosado,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1905,0.0,8,0.923,,João António de Azevedo Coutinho Fragoso de Sequeira,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1906,0.0,8,0.917,,Alfredo Augusto Freire de Andrade,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1907,0.0,8,0.921,,Alfredo Augusto Freire de Andrade,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1908,0.0,8,0.914,,Alfredo Augusto Freire de Andrade,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1909,0.0,8,0.913,,Alfredo Augusto Freire de Andrade,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1910,0.0,8,0.917,,José de Freitas Ribeiro,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1911,0.0,8,0.92,,José Francisco de Azevedo e Silva,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1912,0.0,8,0.917,,José Alfredo Mendes de Magalhães,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1913,0.0,8,0.916,,Augusto Ferreira dos Santos,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1914,0.0,8,0.913,,Joaquim José Machado,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1915,0.0,8,0.906,,Álvaro Xavier de Castro,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1916,0.0,8,0.913,,Álvaro Xavier de Castro,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1917,0.0,8,0.908,,Álvaro Xavier de Castro,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1918,0.0,8,0.912,,Pedro Francisco Massano do Amorim,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1919,0.0,8,0.908,,Manuel Luiz Moreira da Fonseca,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1920,0.0,8,0.902,,Manuel Luiz Moreira da Fonseca,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1921,0.0,8,0.9,,Manuel de Brito Camacho,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1922,0.0,8,0.898,,Manuel de Brito Camacho,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1923,0.0,8,0.902,,Manuel Luiz Moreira da Fonseca,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1924,0.0,8,0.915,,Víctor Hugo de Azevedo Coutinho,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1925,0.0,8,0.912,,Víctor Hugo de Azevedo Coutinho,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1926,0.0,8,0.912,,José Ricardo Pereira Cabral,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1927,0.0,8,0.915,,José Ricardo Pereira Cabral,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1928,0.0,8,0.915,,José Ricardo Pereira Cabral,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1929,0.0,8,0.917,,José Ricardo Pereira Cabral,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1930,0.0,8,0.917,,José Ricardo Pereira Cabral,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1931,0.0,8,0.913,,José Ricardo Pereira Cabral,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1932,0.0,8,0.908,,José Ricardo Pereira Cabral,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1933,0.0,8,0.903,,José Ricardo Pereira Cabral,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1934,0.0,8,0.901,,José Ricardo Pereira Cabral,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1935,0.0,8,0.902,,José Ricardo Pereira Cabral,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1936,0.0,8,0.898,,José Ricardo Pereira Cabral,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1937,0.0,8,0.893,,José Ricardo Pereira Cabral,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1938,0.0,8,0.89,,José Nicolau Nunes de Oliveira,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1939,0.0,8,0.884,,José Nicolau Nunes de Oliveira,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1940,0.0,8,0.881,,José Tristão de Bettencourt,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1941,0.0,8,0.881,,José Tristão de Bettencourt,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1942,0.0,8,0.879,,José Tristão de Bettencourt,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1943,0.0,8,0.881,,José Tristão de Bettencourt,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1944,0.0,8,0.877,,José Tristão de Bettencourt,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1945,0.0,8,0.883,,José Tristão de Bettencourt,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1946,0.0,8,0.879,,Paulo Augusto do Rego,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1947,0.0,8,0.874,,Luis de Sousa e Vasconcelos e Funchal,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1948,0.0,8,0.87,,Gabriel Maurício Teixeira,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1949,0.0,8,0.868,,Gabriel Maurício Teixeira,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1950,0.0,8,0.867,,Gabriel Maurício Teixeira,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1951,0.0,8,0.874,,Gabriel Maurício Teixeira,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1952,0.0,8,0.885,,Gabriel Maurício Teixeira,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1953,0.0,8,0.894,,Gabriel Maurício Teixeira,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1954,0.0,8,0.906,,Gabriel Maurício Teixeira,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1955,0.0,8,0.916,,Gabriel Maurício Teixeira,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1956,0.0,8,0.923,,Gabriel Maurício Teixeira,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1957,0.0,8,0.926,,Gabriel Maurício Teixeira,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1958,0.0,8,0.914,,Pedro Correia de Barros,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1959,0.0,8,0.885,,Pedro Correia de Barros,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1960,0.0,8,0.808,7184870.0,Pedro Correia de Barros,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1961,0.0,8,0.791,7342117.0,Manuel Maria Sarmento Rodrigues,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1962,0.0,8,0.803,7507309.0,Manuel Maria Sarmento Rodrigues,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1963,0.0,8,0.803,7679465.0,Manuel Maria Sarmento Rodrigues,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1964,0.0,8,0.811,7857107.0,José Augusto da Costa Almeida,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1965,0.0,8,0.819,8039217.0,José Augusto da Costa Almeida,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1966,0.0,8,0.836,8225919.0,José Augusto da Costa Almeida,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1967,0.0,8,0.872,8417698.0,José Augusto da Costa Almeida,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1968,0.0,8,0.911,8614445.0,Baltazar Rebelo de Sousa,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1969,0.0,8,0.947,8816056.0,Baltazar Rebelo de Sousa,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1970,0.0,8,0.965,9022747.0,Eduardo Arantes e Oliveira,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1971,0.0,8,0.983,9232655.0,Manuel Marques Abrantes Amaral,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1972,0.0,8,1.003,9446235.0,Manuel Pimentel Pereira dos Santos,technical,3.543,3.025,3.027,,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1973,0.0,8,1.004,9668655.0,Manuel Pimentel Pereira dos Santos,technical,3.543,3.025,3.027,2.34,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1974,0.0,8,0.978,9906963.0,Vítor Manuel Pereira Trigueiros Crespo,technical,3.221,2.679,2.559,3.428,,,,,,,1.37,2.07,1.287,1.911,0.94,0.677
Mozambique,1975,0.0,8,0.934,10165216.0,Samora Moisés Machel,Liberation Front of Mozambique,2.461,2.397,2.597,3.109,,,,,,,2.262,2.783,2.139,3.037,1.006,0.736
